block,plot,plant_num,spp_mix,plot_type,mix_type,species1,species2,mass_Sp,mass,bag_wt,true_wt,th,cd_fr,bc_ram_num,stem_num,leaf_num,sh,alive
2,23,3,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,19.53,5.43,14.1,86,27,13,1,NA,0,Y
2,23,4,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,17.99,5.43,12.56,82,36,14,1,NA,0,Y
2,23,5,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,16.67,5.43,11.24,81,30,12,1,NA,0,Y
2,23,6,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,20.77,5.43,15.34,85,29,12,1,NA,0,Y
2,23,7,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,11.47,5.43,6.04,88,30,7,1,NA,0,Y
2,23,8,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,12.84,5.43,7.41,84,37,11,1,NA,0,Y
2,23,9,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,21.28,5.43,15.85,101,25,15,1,NA,0,Y
2,23,10,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,14.42,5.43,8.99,85,20,10,1,NA,0,Y
2,23,NA,JUEF,MONO,MONO_A,JUEF,JUEF,TYPHA,331.98,41.73,290.25,NA,NA,NA,59,NA,NA,Y
2,24,1,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,6.21,5.43,0.78,55,NA,0,1,2,0,Y
2,24,2,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,6.53,5.43,1.1,54,10,1,3,7,0,Y
2,24,3,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,0,0,0,NA,NA,NA,NA,NA,NA,N
2,24,4,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,9.11,5.43,3.68,80,12,2,2,7,0,Y
2,24,5,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,0,0,0,NA,NA,NA,NA,NA,NA,N
2,24,6,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,6.31,5.43,0.88,5,NA,0,1,1,0,Y
2,24,7,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,0,0,0,NA,NA,NA,NA,NA,NA,N
2,24,8,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,6.12,5.43,0.69,52,7,1,1,2,0,Y
2,24,9,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,9.36,5.43,3.93,69,10,2,2,7,0,Y
2,24,10,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,9.46,5.43,4.03,75,11,3,5,12,0,Y
2,24,NA,SPEU,MONO,MONO_A,SPEU,SPEU,TYPHA,266.13,41.73,224.4,NA,NA,NA,55,NA,NA,Y
2,25,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,TYPHA,250.65,41.73,208.92,NA,NA,NA,41,NA,NA,NA
2,25,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,JUEF,92.1,41.73,50.37,NA,NA,NA,NA,NA,NA,NA
2,25,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,SCCY,107.78,41.73,66.05,NA,NA,NA,NA,NA,NA,NA
3,1,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,TYPHA,202.5,41.73,160.77,NA,NA,NA,32,NA,NA,NA
3,1,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,SALA,72.53,41.73,30.8,NA,NA,NA,NA,NA,NA,NA
3,1,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,ACAM,49.62,41.73,7.89,NA,NA,NA,NA,NA,NA,NA
3,2,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,TYPHA,210.74,41.73,169.01,NA,NA,NA,41,NA,NA,NA
3,2,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,ACAM,50.35,41.73,8.62,NA,NA,NA,NA,NA,NA,NA
3,2,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,PEVI,43.23,41.73,1.5,NA,NA,NA,NA,NA,NA,NA
3,4,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,TYPHA,311.29,41.73,269.56,NA,NA,NA,56,NA,NA,NA
3,4,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,PEVI,43.61,41.73,1.88,NA,NA,NA,NA,NA,NA,NA
3,4,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,SCCY,188.88,41.73,147.15,NA,NA,NA,NA,NA,NA,NA
3,5,1,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,13.36,5.43,7.93,78,7,2,5,24,0,Y
3,5,2,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,9.56,5.43,4.13,92,10,1,1,6,0,Y
3,5,3,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,7.88,5.43,2.45,78,NA,0,1,4,0,Y
3,5,4,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,0,0,0,NA,NA,NA,NA,NA,NA,N
3,5,5,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,10.8,5.43,5.37,92,7,2,5,16,0,Y
3,5,6,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,8.37,5.43,2.94,80,9,2,2,7,0,Y
3,5,7,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,5.55,5.43,0.12,71,10,1,1,3,0,Y
3,5,8,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,12.16,5.43,6.73,85,20,3,4,15,0,Y
3,5,9,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,6.81,5.43,1.38,42,NA,0,1,3,0,Y
3,5,10,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,0,0,0,NA,NA,NA,NA,NA,NA,N
3,5,NA,SPEU,MONO,MONO_A,SPEU,SPEU,TYPHA,247.58,41.73,205.85,NA,NA,NA,38,NA,NA,Y
3,6,NA,TYPHA,CONTROL,CONTROL,TYPH,TYPHA,TYPHA,227.1,41.73,185.37,NA,NA,NA,37,NA,NA,Y
3,7,1,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.78,5.43,0.35,40,17,3,1,2,0,Y
3,7,2,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.89,5.43,0.46,41,10,3.5,1,1,0,Y
3,7,3,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.62,5.43,0.19,34,14,2.5,1,2,0,Y
3,7,4,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.96,5.43,0.53,42,25,3,1,3,0,Y
3,7,5,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.51,5.43,0.08,33,10,2.5,1,1,0,Y
3,7,6,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.57,5.43,0.14,24,24,2.5,1,1,0,Y
3,7,7,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.91,5.43,0.48,41,29,3,1,2,0,Y
3,7,8,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.56,5.43,0.13,27,2.5,2.5,1,1,0,Y
3,7,9,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,6.57,5.43,1.14,45,20,5.5,2,5,0,Y
3,7,10,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.97,5.43,0.54,31,25,3.5,1,2,0,Y
3,7,NA,PEVI,MONO,MONO_A,PEVI,PEVI,TYPHA,342.08,41.73,300.35,NA,NA,NA,52,NA,NA,Y
3,8,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,TYPHA,382.56,41.73,340.83,NA,NA,NA,60,NA,NA,NA
3,8,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,SCCY,134.19,41.73,92.46,NA,NA,NA,NA,NA,NA,NA
3,8,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,JUEF,119,41.73,77.27,NA,NA,NA,NA,NA,NA,NA
3,9,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,TYPHA,302.89,41.73,261.16,NA,NA,NA,46,NA,NA,NA
3,9,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,PEVI,43.2,41.73,1.47,NA,NA,NA,NA,NA,NA,NA
3,9,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,SCCY,155.36,41.73,113.63,NA,NA,NA,NA,NA,NA,NA
3,10,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,TYPHA,280.54,41.73,238.81,NA,NA,NA,40,NA,NA,NA
3,10,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,SPEU,65.34,41.73,23.61,NA,NA,NA,NA,NA,NA,NA
3,10,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,JUEF,158.87,41.73,117.14,NA,NA,NA,NA,NA,NA,NA
3,11,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,TYPHA,438.13,41.73,396.4,NA,NA,NA,51,NA,NA,NA
3,11,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,JUEF,93.18,41.73,51.45,NA,NA,NA,NA,NA,NA,NA
3,11,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,SCCY,122.88,41.73,81.15,NA,NA,NA,NA,NA,NA,NA
3,12,1,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,6.93,5.43,1.5,Y,77,NA,0,2,5,Y
3,12,2,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,8.48,5.43,3.05,Y,90,NA,0,2,6,Y
3,12,3,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,7.72,5.43,2.29,Y,74,NA,0,2,11,Y
3,12,4,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,8.08,5.43,2.65,Y,85,NA,0,2,11,Y
3,12,5,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,6.63,5.43,1.2,Y,55,NA,0,1,4,Y
3,12,6,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,9.28,5.43,3.85,Y,70,9,2,3,18,Y
3,12,7,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,7.47,5.43,2.04,Y,82,NA,0,1,9,Y
3,12,8,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,6.19,5.43,0.76,Y,55,NA,0,1,5,Y
3,12,9,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,6.56,5.43,0,N,NA,NA,NA,NA,NA,N
3,12,10,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,7.47,5.43,2.04,Y,69,NA,0,2,6,Y
3,12,NA,BOFL,MONO,MONO_B,BOFL,BOFL,TYPHA,450.45,41.73,408.72,NA,NA,NA,52,NA,NA,Y
3,13,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,TYPHA,562.63,41.73,520.9,NA,NA,NA,75,NA,NA,NA
3,13,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,SPEU,47.84,41.73,6.11,NA,NA,NA,NA,NA,NA,NA
3,13,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,JUEF,86,41.73,44.27,NA,NA,NA,NA,NA,NA,NA
3,14,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,TYPHA,567.39,41.73,525.66,NA,NA,NA,57,NA,NA,NA
3,14,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SALA,44.47,41.73,2.74,NA,NA,NA,NA,NA,NA,NA
3,14,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SPEU,52.12,41.73,10.39,NA,NA,NA,NA,NA,NA,NA
3,15,1,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,26.79,5.43,21.36,68,32,18,NA,NA,0,Y
3,15,2,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,22.95,5.43,17.52,77,42,17,NA,NA,0,Y
3,15,3,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,28.18,5.43,22.75,74,34,19,NA,NA,0,Y
3,15,4,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,28.34,5.43,22.91,90,38,18,NA,NA,0,Y
3,15,5,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,24.54,5.43,19.11,90,42,15,NA,NA,0,Y
3,15,6,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,28.56,5.43,23.13,66,37,20,NA,NA,0,Y
3,15,7,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,15.44,5.43,10.01,72,39,11,NA,NA,0,Y
3,15,8,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,31.35,5.43,25.92,86,36,18,NA,NA,0,Y
3,15,9,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,17.26,5.43,11.83,67,36,12,NA,NA,0,Y
3,15,10,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,32.27,5.43,26.84,52,35,22,NA,NA,0,Y
3,15,NA,SCCY,MONO,MONO_A,SCCY,SCCY,TYPHA,490.86,41.73,449.13,NA,NA,NA,59,NA,NA,Y
3,16,1,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,17.65,5.43,12.22,119,35,7,17,0,0,Y
3,16,2,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,0,0,0,0,0,0,0,0,0,N
3,16,3,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,10.4,5.43,4.97,112,7,2,NA,11,0,Y
3,16,4,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,9.07,5.43,3.64,117,5,1,NA,5,0,Y
3,16,5,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,5.36,5.43,0,52,NA,0,NA,2,0,Y
3,16,6,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,6.39,5.43,0.96,123,12,2,NA,7,0,Y
3,16,7,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,8.99,5.43,3.56,103,NA,0,NA,9,0,Y
3,16,8,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,9.13,5.43,3.7,101,NA,0,NA,9,0,Y
3,16,9,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,9.56,5.43,4.13,84,7,1,NA,5,0,Y
3,16,10,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,5.86,5.43,0.43,70,NA,0,NA,3,0,Y
3,16,NA,SCTA,MONO,MONO_B,SCTA,SCTA,TYPHA,460.31,41.73,418.58,NA,NA,NA,54,NA,NA,Y
3,17,1,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
3,17,2,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
3,17,3,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
3,17,4,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
3,17,5,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,5.95,5.43,0.52,22,13,2.5,2,18,0,Y
3,17,6,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
3,17,7,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
3,17,8,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
3,17,9,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
3,17,10,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,5.72,5.43,0.29,14,11,2.5,1,8,0,Y
3,17,NA,SYPU,MONO,MONO_B,SYPU,SYPU,TYPHA,526.4,41.73,484.67,NA,NA,NA,56,NA,NA,Y
3,18,1,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.84,5.43,2.41,62,23,12,3,14,0,Y
3,18,2,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7,5.43,1.57,62,35,7,3,14,0,Y
3,18,3,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,6.91,5.43,1.48,66,26,7,1,6,0,Y
3,18,4,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.2,5.43,1.77,67,28,6,2,11,0,Y
3,18,5,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,6.35,5.43,0.92,60,11,5,1,4,0,Y
3,18,6,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,6.54,5.43,1.11,62,32,5.5,1,7,0,Y
3,18,7,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.38,5.43,1.95,70,43,8.5,2,11,0,Y
3,18,8,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,6.22,5.43,0.79,59,22,5.5,1,5,0,Y
3,18,9,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.71,5.43,2.28,81,57,6,1,7,0,Y
3,18,10,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,6.67,5.43,1.24,65,29,6,1,7,0,Y
3,18,NA,ACAM,MONO,MONO_A,ACAM,ACAM,TYPHA,479.78,41.73,438.05,NA,NA,NA,52,NA,NA,Y
3,19,NA,TYPHA,CONTROL,CONTROL,TYPH,TYPHA,TYPHA,524.2,41.73,482.47,NA,NA,NA,41,NA,NA,Y
3,20,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,TYPHA,437.9,41.73,396.17,NA,NA,NA,45,NA,NA,NA
3,20,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,SALA,57.19,41.73,15.46,NA,NA,NA,NA,NA,NA,NA
3,20,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,ACAM,54.4,41.73,12.67,NA,NA,NA,NA,NA,NA,NA
3,21,1,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,24.72,5.43,19.29,80,38,15.5,NA,0,0,Y
3,21,2,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,21.18,5.43,15.75,98,38,15,NA,NA,0,Y
3,21,3,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,9.77,5.43,4.34,81,34,7.5,NA,NA,0,Y
3,21,4,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,20.78,5.43,15.35,94,37,15,NA,NA,0,Y
3,21,5,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,10.32,5.43,4.89,83,30,9,NA,NA,0,Y
3,21,6,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,17.42,5.43,11.99,82,39,13,NA,NA,0,Y
3,21,7,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,13.64,5.43,8.21,80,40,10,NA,NA,0,Y
3,21,8,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,15.78,5.43,10.35,89,28,12,NA,NA,0,Y
3,21,9,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,22.17,5.43,16.74,99,35,16,NA,NA,0,Y
3,21,10,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,18.47,5.43,13.04,85,30,13,NA,NA,0,Y
3,21,NA,JUEF,MONO,MONO_A,JUEF,JUEF,TYPHA,456.37,41.73,414.64,NA,NA,NA,54,NA,NA,Y
3,22,1,SALA,MONO,MONO_A,SALA,SALA,SALA,6.16,5.43,0.73,42,NA,0,1,4,0,Y
3,22,2,SALA,MONO,MONO_A,SALA,SALA,SALA,7.95,5.43,2.52,54,NA,0,2,10,2,Y
3,22,3,SALA,MONO,MONO_A,SALA,SALA,SALA,7.67,5.43,2.24,58,NA,0,1,13,1,Y
3,22,4,SALA,MONO,MONO_A,SALA,SALA,SALA,6.95,5.43,1.52,54,NA,0,2,10,1,Y
3,22,5,SALA,MONO,MONO_A,SALA,SALA,SALA,7.14,5.43,1.71,40,NA,0,2,7,1,Y
3,22,6,SALA,MONO,MONO_A,SALA,SALA,SALA,6.85,5.43,1.42,34,NA,0,1,7,2,Y
3,22,7,SALA,MONO,MONO_A,SALA,SALA,SALA,6.08,5.43,0.65,33,NA,0,2,7,1,Y
3,22,8,SALA,MONO,MONO_A,SALA,SALA,SALA,8.07,5.43,2.64,48,20,1,3,8,3,Y
3,22,9,SALA,MONO,MONO_A,SALA,SALA,SALA,8.85,5.43,3.42,66,11,2,5,17,3,Y
3,22,10,SALA,MONO,MONO_A,SALA,SALA,SALA,10.02,5.43,4.59,49,46,4,6,29,2,Y
3,22,NA,SALA,MONO,MONO_A,SALA,SALA,TYPHA,477.83,41.73,436.1,NA,NA,NA,48,NA,NA,Y
3,23,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,TYPHA,401.27,41.73,359.54,NA,NA,NA,44,NA,NA,NA
3,23,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,PEVI,42.57,41.73,0.84,NA,NA,NA,NA,NA,NA,NA
3,23,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,ACAM,50.54,41.73,8.81,NA,NA,NA,NA,NA,NA,NA
3,24,1,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,8.4,5.43,2.97,64,20,4,2,16,0,Y
3,24,2,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,9.31,5.43,3.88,72,31,5,2,19,0,Y
3,24,3,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,8.55,5.43,3.12,48,25,4.5,4,25,0,Y
3,24,4,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,8.17,5.43,2.74,61,34,4,2,25,0,Y
3,24,5,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,10.27,5.43,4.84,66,21,4.5,3,24,0,Y
3,24,6,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,9.68,5.43,4.25,72,39,4,3,25,0,Y
3,24,7,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,10.47,5.43,5.04,77,30,5.5,2,18,0,Y
3,24,8,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,10.17,5.43,4.74,77,20,4,2,14,0,Y
3,24,9,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,8.29,5.43,2.86,55,17,3.5,2,18,0,Y
3,24,10,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,8.28,5.43,2.85,62,15,3.5,3,18,0,Y
3,24,NA,HIMO,MONO,MONO_B,HIMO,HIMO,TYPHA,604.17,41.73,562.44,NA,NA,NA,66,NA,NA,Y
3,25,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,TYPHA,450.98,41.73,409.25,NA,NA,NA,38,NA,NA,NA
3,25,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SALA,60.32,41.73,18.59,NA,NA,NA,NA,NA,NA,NA
3,25,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SPEU,76.81,41.73,35.08,NA,NA,NA,NA,NA,NA,NA
4,1,NA,TYPHA,CONTROL,CONTROL,TYPH,TYPHA,TYPHA,353.02,41.73,311.29,NA,NA,NA,28,NA,NA,Y
4,2,1,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,21.92,5.43,16.49,78.5,20,6,10,42,0,Y
4,2,2,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,11.81,5.43,6.38,91,7.5,2,3,16,0,Y
4,2,3,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,7.01,5.43,1.58,62,NA,0,2,9,0,Y
4,2,4,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,14.64,5.43,9.21,84,8,1,3,19,0,Y
4,2,5,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,13.01,5.43,7.58,100,13,3,4,20,0,Y
4,2,6,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,12.91,5.43,7.48,85,20,1,3,14,0,Y
4,2,7,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,10.47,5.43,5.04,96,9,1,2,10,0,Y
4,2,8,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,7.61,5.43,2.18,77.5,8,1,2,11,0,Y
4,2,9,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,18.8,5.43,13.37,95,19,5,6,30,0,Y
4,2,10,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,42.36,5.43,36.93,97,25,6,7,39,0,Y
4,2,NA,SPEU,MONO,MONO_A,SPEU,SPEU,TYPHA,218.82,41.73,177.09,NA,NA,NA,24,NA,NA,Y
4,3,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,TYPHA,158.03,41.73,116.3,NA,NA,NA,15,NA,NA,NA
4,3,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,SCCY,215.44,41.73,173.71,NA,NA,NA,NA,NA,NA,NA
4,3,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,JUEF,167.08,41.73,125.35,NA,NA,NA,NA,NA,NA,NA
4,4,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,TYPHA,432.91,41.73,391.18,NA,NA,NA,61,NA,NA,NA
4,4,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,SCCY,145.09,41.73,103.36,NA,NA,NA,NA,NA,NA,NA
4,4,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,PEVI,42.71,41.73,0.98,NA,NA,NA,NA,NA,NA,NA
4,6,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,TYPHA,534.73,41.73,493,NA,NA,NA,46,NA,NA,NA
4,6,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SPEU,57.21,41.73,15.48,NA,NA,NA,NA,NA,NA,NA
4,6,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SALA,49.83,41.73,8.1,NA,NA,NA,NA,NA,NA,NA
4,7,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,TYPHA,445.57,41.73,403.84,NA,NA,NA,42,NA,NA,NA
4,7,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,SPEU,68.32,41.73,26.59,NA,NA,NA,NA,NA,NA,NA
4,7,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,JUEF,116.41,41.73,74.68,NA,NA,NA,NA,NA,NA,NA
4,8,1,SALA,MONO,MONO_A,SALA,SALA,SALA,13.69,5.43,8.26,55,29,2,4,15,4,Y
4,8,2,SALA,MONO,MONO_A,SALA,SALA,SALA,6.94,5.43,1.51,71,NA,0,1,4,1,Y
4,8,3,SALA,MONO,MONO_A,SALA,SALA,SALA,10.44,5.43,5.01,69,20,1,2,8,3,Y
4,8,4,SALA,MONO,MONO_A,SALA,SALA,SALA,9.13,5.43,3.7,54,NA,0,3,8,2,Y
4,8,5,SALA,MONO,MONO_A,SALA,SALA,SALA,14.81,5.43,9.38,72,11,2,4,22,3,Y
4,8,6,SALA,MONO,MONO_A,SALA,SALA,SALA,12.08,5.43,6.65,53,6,2,3,14,0,Y
4,8,7,SALA,MONO,MONO_A,SALA,SALA,SALA,10.47,5.43,5.04,84,NA,0,1,7,2,Y
4,8,8,SALA,MONO,MONO_A,SALA,SALA,SALA,9.26,5.43,3.83,58,NA,0,1,3,2,Y
4,8,9,SALA,MONO,MONO_A,SALA,SALA,SALA,6.55,5.43,1.12,42,NA,0,1,3,0,Y
4,8,10,SALA,MONO,MONO_A,SALA,SALA,SALA,12.69,5.43,7.26,78,13,2,4,15,2,Y
4,8,NA,SALA,MONO,MONO_A,SALA,SALA,TYPHA,276.43,41.73,234.7,NA,NA,NA,30,NA,NA,Y
4,9,1,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,10.77,5.43,5.34,119,NA,0,NA,9,0,Y
4,9,2,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,16.28,5.43,10.85,139,30,4,NA,10,0,Y
4,9,3,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,13.62,5.43,8.19,126,8,2,NA,11,0,Y
4,9,4,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,23.54,5.43,18.11,140,8,2,NA,11,0,Y
