block,plot,plant_num,spp_mix,plot_type,mix_type,species1,species2,mass_Sp,mass,bag_wt,true_wt,th,cd_fr,bc_ram_num,stem_num,leaf_num,sh,alive
5,16,NA,SALA,MONO,MONO_A,SALA,SALA,TYPHA,181.03,41.73,139.3,NA,NA,NA,42,NA,NA,Y
5,17,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,TYPHA,254.31,41.73,212.58,NA,NA,NA,39,NA,NA,NA
5,17,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,JUEF,159.93,41.73,118.2,NA,NA,NA,NA,NA,NA,NA
5,17,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,SPEU,47.9,41.73,6.17,NA,NA,NA,NA,NA,NA,NA
5,18,1,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,39.95,5.43,34.52,85,39,23,NA,NA,NA,Y
5,18,2,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,21.09,5.43,15.66,80,46,14,NA,NA,NA,Y
5,18,3,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,29.49,5.43,24.06,81.5,35,16.5,NA,NA,NA,Y
5,18,4,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,36.8,5.43,31.37,82,33,19,NA,NA,NA,Y
5,18,5,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,23.54,5.43,18.11,86,41,14,NA,NA,NA,Y
5,18,6,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,34.69,5.43,29.26,86,46,22,NA,NA,NA,Y
5,18,7,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,25.7,5.43,20.27,89,36,15,NA,NA,NA,Y
5,18,8,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,33.56,5.43,28.13,83,37,19,NA,NA,NA,Y
5,18,9,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,30.29,5.43,24.86,83,41,14,NA,NA,NA,Y
5,18,10,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,43.98,5.43,38.55,89,40,21,NA,NA,NA,Y
5,18,NA,SCCY,MONO,MONO_A,SCCY,SCCY,TYPHA,146.52,41.73,104.79,NA,NA,NA,28,NA,NA,Y
5,19,1,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,16.11,5.43,10.68,102,16,2,4,29,0,Y
5,19,2,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,13.95,5.43,8.52,107,10,1,3,23,0,Y
5,19,3,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,10.7,5.43,5.27,108,8,1,2,12,0,Y
5,19,4,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,11.77,5.43,6.34,112,8,1,2,21,0,Y
5,19,5,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,15.98,5.43,10.55,102,20,3,4,26,0,Y
5,19,6,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,18.99,5.43,13.56,122,18,1,4,23,0,Y
5,19,7,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,12.47,5.43,7.04,79,NA,0,2,10,0,Y
5,19,8,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,24.51,5.43,19.08,120,18,6,8,59,0,Y
5,19,9,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,19.48,5.43,14.05,93,16,2,5,25,0,Y
5,19,10,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,22.39,5.43,16.96,110,12,5,10,41,0,Y
5,19,NA,BOFL,MONO,MONO_B,BOFL,BOFL,TYPHA,173.88,41.73,132.15,NA,NA,NA,31,NA,NA,Y
5,20,1,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,24.82,5.43,19.39,85,26,19,0,0,0,Y
5,20,2,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,19.91,5.43,14.48,83,30,14,0,0,0,Y
5,20,3,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,27.4,5.43,21.97,87,53,17,0,0,0,Y
5,20,4,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,18.5,5.43,13.07,83,38,12,0,0,0,Y
5,20,5,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,19.98,5.43,14.55,87,29,13,0,0,0,Y
5,20,6,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,26.21,5.43,20.78,91,38,17,0,0,0,Y
5,20,7,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,22.95,5.43,17.52,78,35,14,0,0,0,Y
5,20,8,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,22.5,5.43,17.07,88,43,16.5,0,0,0,Y
5,20,9,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,32.04,5.43,26.61,86,48,19,0,0,0,Y
5,20,10,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,39.72,5.43,34.29,91,43,21,0,0,0,Y
5,20,NA,JUEF,MONO,MONO_A,JUEF,JUEF,TYPHA,125.76,41.73,84.03,NA,NA,NA,21,NA,NA,Y
5,21,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,TYPHA,211.63,41.73,169.9,NA,NA,NA,52,NA,NA,NA
5,21,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,SALA,84.64,41.73,42.91,NA,NA,NA,NA,NA,NA,NA
5,21,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,ACAM,53.28,41.73,11.55,NA,NA,NA,NA,NA,NA,NA
5,22,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,TYPHA,125.14,41.73,83.41,NA,NA,NA,22,NA,NA,NA
5,22,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,JUEF,155.35,41.73,113.62,NA,NA,NA,NA,NA,NA,NA
5,22,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,SCCY,214.06,41.73,172.33,NA,NA,NA,NA,NA,NA,NA
5,23,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,TYPHA,154.22,41.73,112.49,NA,NA,NA,25,NA,NA,NA
5,23,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,SALA,82.33,41.73,40.6,NA,NA,NA,NA,NA,NA,NA
5,23,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,ACAM,51.85,41.73,10.12,NA,NA,NA,NA,NA,NA,NA
5,24,NA,TYPHA,CONTROL,CONTROL,TYPH,TYPHA,TYPHA,129.1,41.73,87.37,NA,NA,NA,18,NA,NA,Y
6,1,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,TYPHA,251.59,41.73,209.86,NA,NA,NA,34,NA,NA,NA
6,1,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,ACAM,54.78,41.73,13.05,NA,NA,NA,NA,NA,NA,NA
6,1,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,SALA,67.69,41.73,25.96,NA,NA,NA,NA,NA,NA,NA
6,2,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,TYPHA,124.42,41.73,82.69,NA,NA,NA,17,NA,NA,NA
6,2,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SPEU,60,41.73,18.27,NA,NA,NA,NA,NA,NA,NA
6,2,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SALA,58.6,41.73,16.87,NA,NA,NA,NA,NA,NA,NA
6,3,1,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,37.13,6.82,30.31,67,35,20,NA,NA,0,Y
6,3,2,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,37.55,6.82,30.73,80,25,18,NA,NA,0,Y
6,3,3,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,39.32,6.82,32.5,73,23,19,NA,NA,0,Y
6,3,4,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,21.5,6.82,14.68,70,29,12.5,NA,NA,0,Y
6,3,5,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,18.8,6.82,11.98,74,39,10,NA,NA,0,Y
6,3,6,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,30.7,6.82,23.88,70,37,15,NA,NA,0,Y
6,3,7,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,26.1,6.82,19.28,79,40,15,NA,NA,0,Y
6,3,8,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,33.35,6.82,26.53,67,28,19.5,NA,NA,0,Y
6,3,9,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,35.21,6.82,28.39,79,42,19.5,NA,NA,0,Y
6,3,10,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,47.11,6.82,40.29,82,28,24,NA,NA,0,Y
6,3,NA,SCCY,MONO,MONO_A,SCCY,SCCY,TYPHA,110.38,41.73,68.65,NA,NA,NA,15,NA,NA,Y
6,4,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,TYPHA,206.47,41.73,164.74,NA,NA,NA,29,NA,NA,NA
6,4,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,ACAM,53.21,41.73,11.48,NA,NA,NA,NA,NA,NA,NA
6,4,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,SALA,51.1,41.73,9.37,NA,NA,NA,NA,NA,NA,NA
6,5,1,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,9.95,6.82,3.13,63,30,7,1,6,0,Y
6,5,2,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.93,6.82,1.11,66,17,5,1,6,0,Y
6,5,3,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,9.27,6.82,2.45,72,38,7,1,7,0,Y
6,5,4,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,8.04,6.82,1.22,69,10,4,1,5,0,Y
6,5,5,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,9.47,6.82,2.65,67,20,7,2,11,0,Y
6,5,6,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.88,6.82,1.06,57,15,4,1,5,0,Y
6,5,7,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,8.24,6.82,1.42,74,34,5,1,5,0,Y
6,5,8,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.53,6.82,0.71,64,20,4,1,5,0,Y
6,5,9,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,8.51,6.82,1.69,75,24,5,1,5,0,Y
6,5,10,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,9.13,6.82,2.31,68,36,10,2,9,0,Y
6,5,NA,ACAM,MONO,MONO_A,ACAM,ACAM,TYPHA,262.47,41.73,220.74,NA,NA,NA,39,NA,NA,Y
6,6,1,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,18.82,6.82,12,85,22,14,NA,NA,0,Y
6,6,2,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,22.24,6.82,15.42,87,24,15,NA,NA,0,Y
6,6,3,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,15.27,6.82,8.45,77,21,10,NA,NA,0,Y
6,6,4,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,21.69,6.82,14.87,86,17,12.5,NA,NA,0,Y
6,6,5,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,34.91,6.82,28.09,88,30,18,NA,NA,0,Y
6,6,6,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,25.48,6.82,18.66,87,17,16,NA,NA,0,Y
6,6,7,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,23.86,6.82,17.04,94,16,13,NA,NA,0,Y
6,6,8,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,26.55,6.82,19.73,91,37,18,NA,NA,0,Y
6,6,9,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,19.54,6.82,12.72,97,22,15,NA,NA,0,Y
6,6,10,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,28.49,6.82,21.67,91,33,13.5,NA,NA,0,Y
6,6,NA,JUEF,MONO,MONO_A,JUEF,JUEF,TYPHA,246.03,41.73,204.3,NA,NA,NA,32,NA,NA,Y
6,7,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,TYPHA,406.3,41.73,364.57,NA,NA,NA,72,NA,NA,NA
6,7,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,ACAM,48.46,41.73,6.73,NA,NA,NA,NA,NA,NA,NA
6,7,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,PEVI,44.31,41.73,2.58,NA,NA,NA,NA,NA,NA,NA
6,8,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,TYPHA,249.07,41.73,207.34,NA,NA,NA,32,NA,NA,NA
6,8,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,JUEF,107.97,41.73,66.24,NA,NA,NA,NA,NA,NA,NA
6,8,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,SPEU,47.51,41.73,5.78,NA,NA,NA,NA,NA,NA,NA
6,9,1,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,12.42,6.82,5.6,105,17,3,NA,6,0,Y
6,9,2,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,10.72,6.82,3.9,107,11,2,NA,7,0,Y
6,9,3,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,15.31,6.82,8.49,100,21,4,NA,10,0,Y
6,9,4,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,23.03,6.82,16.21,114,23,5,NA,21,0,Y
6,9,5,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,19.99,6.82,13.17,130,17,3,NA,12,0,Y
6,9,6,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,18.3,6.82,11.48,115,26,5,NA,15,0,Y
6,9,7,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,16.75,6.82,9.93,115,8,2,NA,11,0,Y
6,9,8,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,16.08,6.82,9.26,117,17,2,NA,10,0,Y
6,9,9,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,18.43,6.82,11.61,129,22,5,NA,14,0,Y
6,9,10,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,19.62,6.82,12.8,146,40,6,NA,17,0,Y
6,9,NA,SCTA,MONO,MONO_B,SCTA,SCTA,TYPHA,319.83,41.73,278.1,NA,NA,NA,56,NA,NA,Y
6,10,NA,TYPHA,CONTROL,CONTROL,TYPH,TYPHA,TYPHA,357.24,41.73,315.51,NA,NA,NA,69,NA,NA,Y
6,11,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,TYPHA,371.15,41.73,329.42,NA,NA,NA,62,NA,NA,NA
6,11,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,SCCY,186.59,41.73,144.86,NA,NA,NA,NA,NA,NA,NA
6,11,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,PEVI,43.76,41.73,2.03,NA,NA,NA,NA,NA,NA,NA
6,12,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,TYPHA,343.28,41.73,301.55,NA,NA,NA,54,NA,NA,NA
6,12,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,SCCY,138.76,41.73,97.03,NA,NA,NA,NA,NA,NA,NA
6,12,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,JUEF,126.45,41.73,84.72,NA,NA,NA,NA,NA,NA,NA
6,13,1,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,6.78,6.82,0,NA,NA,NA,NA,NA,0,N
6,13,2,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,10.54,6.82,3.72,105,NA,0,3,16,0,Y
6,13,3,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,11.61,6.82,4.79,111,NA,0,2,17,0,Y
6,13,4,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,23.6,6.82,16.78,121,22,3,7,41,0,Y
6,13,5,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,14.14,6.82,7.32,109,14,2,4,30,0,Y
6,13,6,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,10.62,6.82,3.8,92,NA,0,1,8,0,Y
6,13,7,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,12.59,6.82,5.77,70,6,2,4,27,0,Y
6,13,8,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,16.31,6.82,9.49,117,NA,0,4,27,0,Y
6,13,9,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,14.57,6.34,8.23,97,18,2,4,17,0,Y
6,13,10,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,9.4,6.34,3.06,83,11,1,2,14,0,Y
6,13,NA,BOFL,MONO,MONO_B,BOFL,BOFL,TYPHA,363.04,41.73,321.31,NA,NA,NA,62,NA,NA,Y
6,14,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,TYPHA,358.68,41.73,316.95,NA,NA,NA,60,NA,NA,NA
6,14,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,ACAM,48.4,41.73,6.67,NA,NA,NA,NA,NA,NA,NA
6,14,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,PEVI,43.8,41.73,2.07,NA,NA,NA,NA,NA,NA,NA
6,15,1,SALA,MONO,MONO_A,SALA,SALA,SALA,9.8,6.34,3.46,50,15,2,2,5,1,Y
6,15,2,SALA,MONO,MONO_A,SALA,SALA,SALA,8.28,6.34,1.94,45,42,5,6,10,0,Y
6,15,3,SALA,MONO,MONO_A,SALA,SALA,SALA,9.41,6.34,3.07,52,NA,0,2,11,2,Y
6,15,4,SALA,MONO,MONO_A,SALA,SALA,SALA,10.35,6.34,4.01,55,15,1,2,7,2,Y
6,15,5,SALA,MONO,MONO_A,SALA,SALA,SALA,6.66,6.34,0.32,26,NA,0,1,6,0,Y
6,15,6,SALA,MONO,MONO_A,SALA,SALA,SALA,8.91,6.34,2.57,51,NA,0,1,5,1,Y
6,15,7,SALA,MONO,MONO_A,SALA,SALA,SALA,7.23,6.34,0.89,NA,NA,NA,1,4,1,Y
6,15,8,SALA,MONO,MONO_A,SALA,SALA,SALA,6.92,6.34,0.58,36,NA,0,1,4,0,Y
6,15,9,SALA,MONO,MONO_A,SALA,SALA,SALA,9.9,6.34,3.56,44,15,1,4,9,2,Y
6,15,10,SALA,MONO,MONO_A,SALA,SALA,SALA,12.64,6.34,6.3,86,55,3,5,13,3,Y
6,15,NA,SALA,MONO,MONO_A,SALA,SALA,TYPHA,333.48,41.73,291.75,NA,NA,NA,50,NA,NA,Y
6,16,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,TYPHA,314.26,41.73,272.53,NA,NA,NA,50,NA,NA,NA
6,16,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,SPEU,51.2,41.73,9.47,NA,NA,NA,NA,NA,NA,NA
6,16,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,JUEF,131.61,41.73,89.88,NA,NA,NA,NA,NA,NA,NA
6,17,NA,TYPHA,CONTROL,CONTROL,TYPH,TYPHA,TYPHA,162.16,41.73,120.43,NA,NA,NA,22,NA,NA,Y
6,18,1,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,6.34,0,0,0,0,0,0,0,N
6,18,2,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,6.34,0,0,0,0,0,0,0,N
6,18,3,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,6.34,0,0,0,0,0,0,0,N
6,18,4,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,6.34,0,0,0,0,0,0,0,N
6,18,5,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,6.34,0,0,0,0,0,0,0,N
6,18,6,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,6.34,0,0,0,0,0,0,0,N
6,18,7,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,6.34,0,0,0,0,0,0,0,N
6,18,8,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,6.34,0,0,0,0,0,0,0,N
6,18,9,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,6.34,0,0,0,0,0,0,0,N
6,18,10,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,6.34,0,0,0,0,0,0,0,N
6,18,NA,SYPU,MONO,MONO_B,SYPU,SYPU,TYPHA,80.45,41.73,38.72,NA,NA,NA,5,NA,NA,Y
6,19,1,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,14.68,6.34,8.34,78,25,5,2,21,0,Y
6,19,2,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,15.32,6.34,8.98,68,23,6,3,28,0,Y
6,19,3,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,19.56,6.34,13.22,79,30,7.5,3,47,0,Y
6,19,4,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,14.2,6.34,7.86,82,15,4.5,1,11,0,Y
6,19,5,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,14.9,6.34,8.56,88,12,5,2,28,0,Y
6,19,6,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,17.37,6.34,11.03,91,12,6.5,3,24,0,Y
6,19,7,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,17.29,6.34,10.95,80,28,7,4,38,0,Y
6,19,8,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,13.41,6.34,7.07,80,18,4,1,16,0,Y
6,19,9,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,15.98,6.34,9.64,77,26,6.5,2,16,0,Y
6,19,10,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,16.98,6.34,10.64,98,12,4.5,1,14,0,Y
6,19,NA,HIMO,MONO,MONO_B,HIMO,HIMO,TYPHA,188.75,41.73,147.02,NA,NA,NA,18,NA,NA,Y
6,20,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,TYPHA,174,41.73,132.27,NA,NA,NA,15,NA,NA,NA
6,20,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,SCCY,199.89,41.73,158.16,NA,NA,NA,NA,NA,NA,NA
6,20,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,JUEF,130.92,41.73,89.19,NA,NA,NA,NA,NA,NA,NA
6,21,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,TYPHA,62.45,41.73,20.72,NA,NA,NA,3,NA,NA,NA
6,21,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SALA,130.49,41.73,88.76,NA,NA,NA,NA,NA,NA,NA
6,21,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SPEU,92.45,41.73,50.72,NA,NA,NA,NA,NA,NA,NA
6,22,1,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,23.45,6.34,17.11,80,37,6,7,26,1,Y
6,22,2,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,24.13,6.34,17.79,72,26,0,9,27,0,Y
6,22,3,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,51.6,6.34,45.26,94,53,9,12,54,0,Y
6,22,4,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,16.03,6.34,9.69,63,8,4,7,21,0,Y
6,22,5,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,27.29,6.34,20.95,93,8,4,10,31,0,Y
6,22,6,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,19,6.34,12.66,76,15,5,8,29,1,Y
6,22,7,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,18.07,6.34,11.73,93,10,2,5,23,1,Y
6,22,8,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,18.54,6.34,12.2,47,75,4,6,26,1,Y
6,22,9,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,46.44,6.34,40.1,85,32,10,14,67,1,Y
6,22,10,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,36.28,6.34,29.94,88,58,10,14,57,1,Y
6,22,NA,SPEU,MONO,MONO_A,SPEU,SPEU,TYPHA,43.96,41.73,2.23,NA,NA,NA,4,NA,NA,Y
6,23,1,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,8.38,6.34,2.04,56,36,8,1,4,0,Y
6,23,2,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,7.38,6.34,1.04,52,16,5,2,4,0,Y
6,23,3,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,7.36,6.34,1.02,49,3,4,1,2,0,Y
6,23,4,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,7.17,6.34,0.83,38,23,4,1,3,0,Y
6,23,5,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,8.81,6.34,2.47,53,59,7,1,4,0,Y
6,23,6,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,8.82,6.34,2.48,51,46,7.5,1,4,0,Y
6,23,7,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,8.49,6.34,2.15,59,29,6.5,1,3,0,Y
6,23,8,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,6.83,6.34,0.49,35,2,3.5,1,2,0,Y
6,23,9,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,7.8,6.34,1.46,34,14,3.5,1,2,0,Y
6,23,10,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,7.14,6.34,0.8,45,48,5,1,5,0,Y
6,23,NA,PEVI,MONO,MONO_A,PEVI,PEVI,TYPHA,141.66,41.73,99.93,NA,NA,NA,11,NA,NA,Y
6,24,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,TYPHA,157.93,41.73,116.2,NA,NA,NA,20,NA,NA,NA
6,24,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,PEVI,50.09,41.73,8.36,NA,NA,NA,NA,NA,NA,NA
6,24,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,SCCY,255.2,41.73,213.47,NA,NA,NA,NA,NA,NA,NA
